ticker,ann_date
WYNN,2026-03-02
WYNN,2026-05-07
WYNN,2026-08-06
XEL,2024-08-01
XEL,2024-10-31
XEL,2025-02-27
XEL,2025-04-24
XEL,2025-07-31
XEL,2025-10-30
XEL,2026-02-25
XEL,2026-04-30
XEL,2026-07-30
XOM,2024-08-05
XOM,2024-11-04
XOM,2025-02-19
XOM,2025-05-05
XOM,2025-08-01
XOM,2025-10-31
XOM,2026-02-18
XOM,2026-05-01
XOM,2026-08-03
XYL,2024-10-31
XYL,2025-02-04
XYL,2025-03-03
XYL,2025-04-29
XYL,2025-07-31
XYL,2025-10-28
XYL,2026-02-25
XYL,2026-04-28
XYL,2026-07-28
XYZ,2026-02-26
XYZ,2026-05-07
XYZ,2026-08-05
YUM,2024-08-08
YUM,2024-11-07
YUM,2025-02-19
YUM,2025-05-06
YUM,2025-08-05
YUM,2025-11-07
YUM,2026-02-20
YUM,2026-05-06
YUM,2026-08-04
ZBH,2024-08-07
ZBH,2024-10-30
ZBH,2025-02-25
ZBH,2025-05-05
ZBH,2025-08-07
ZBH,2025-11-05
ZBH,2026-02-19
ZBH,2026-05-01
ZBH,2026-08-05
ZBRA,2025-10-28
ZBRA,2026-02-12
ZBRA,2026-05-12
ZBRA,2026-08-04
ZTS,2024-08-06
ZTS,2024-11-04
ZTS,2025-02-13
ZTS,2025-08-05
ZTS,2025-11-04
ZTS,2026-02-12
ZTS,2026-05-07
ZTS,2026-08-06
